,transcriptomic,proteomic,genomic,rna_prot_corr,score
PXDN,11.613761111111112,0.052174074074074074,0.0064516129032258064,0.3327234610253477,0.5330670217487794
ARHGEF11,10.828040740740743,0.07131176470588235,0.0064516129032258064,,0.5330670217487794
XRCC6,12.265920370370374,0.0428537037037037,0.0064516129032258064,0.45119115685153416,0.5326231691078561
FLNC,8.214227777777777,0.12224444444444443,0.008602150537634409,0.5836859157613873,0.532179316466933
HIST1H1C,9.703770370370373,0.1907037037037037,0.0064516129032258064,-0.08465789975223935,0.5317354638260098
ODF2,9.97527037037037,0.13704285714285713,0.0064516129032258064,,0.5317354638260098
TAF1,9.557014814814815,0.034265217391304344,0.012903225806451613,,0.5317354638260097
ANK1,4.610746296296297,0.08212857142857144,0.012903225806451613,,0.5308477585441633
GNAS,15.034685185185186,0.03367777777777777,0.0064516129032258064,0.4660567943586811,0.5286284953395473
PDE4DIP,10.707246296296296,0.00566346153846154,0.012903225806451613,,0.5286284953395473
PNN,10.816283333333331,0.06906111111111111,0.0064516129032258064,0.1701162569087097,0.5277407900577008
IARS2,11.02844814814815,0.06402037037037037,0.0064516129032258064,0.7165618448637315,0.5272969374167776
CCDC88A,8.738381481481484,0.09364146341463414,0.008602150537634409,,0.5259653794940079
EXOC4,10.688961111111112,0.015196296296296298,0.010752688172043012,0.34057556699066127,0.5255215268530848
BRD8,10.357166666666664,0.08955277777777777,0.0064516129032258064,,0.5241899689303151
TUBB3,9.474731481481482,0.25732777777777777,0.0064516129032258064,0.6598437202210786,0.521970705725699
UTRN,10.45415740740741,0.020129629629629647,0.010752688172043012,0.18932723461025347,0.5215268530847759
MCM3AP,10.39790925925926,0.036063461538461544,0.008602150537634409,,0.5184198845983132
CTR9,9.722288888888889,0.05571176470588235,0.008602150537634409,,0.5175321793164669
AP1M2,11.096688888888885,0.05738888888888888,0.0064516129032258064,0.15814751286449397,0.5175321793164669
THBS3,9.995464814814818,0.11078846153846156,0.0064516129032258064,,0.5170883266755437
ASPH,11.04277592592593,0.05893333333333334,0.0064516129032258064,0.5761387459500666,0.5170883266755437
RNF20,9.774875925925924,0.0353,0.010752688172043012,,0.5166444740346205
XPO6,11.145818518518515,0.05329000000000001,0.0064516129032258064,,0.5157567687527741
THRAP3,11.756890740740737,0.009187037037037039,0.008602150537634409,0.5152277491900132,0.515756768752774
PLG,0.18719259259259258,0.2339166666666667,0.008602150537634409,0.3024284182299837,0.515756768752774
NUP205,10.839381481481482,0.025062962962962967,0.008602150537634409,0.19740804269106155,0.5144252108300045
ASAP1,10.516055555555555,0.0773096153846154,0.0064516129032258064,,0.5144252108300044
BCL9L,12.221581481481481,0.002366666666666662,0.008602150537634409,,0.5135375055481579
SF3B4,11.74325185185185,0.04419444444444444,0.0064516129032258064,0.4314928815893553,0.5130936529072347
IRF6,9.373314814814815,0.06444782608695651,0.008602150537634409,,0.5122059476253884
RPTOR,10.089507407407408,0.09824423076923076,0.0064516129032258064,,0.511318242343542
GLG1,11.713931481481485,0.00861296296296296,0.008602150537634409,0.561349342481418,0.5108743897026187
LZTS2,11.088033333333335,0.055033333333333344,0.0064516129032258064,,0.5108743897026187
SAMD9,9.589024074074075,0.037005555555555555,0.010752688172043012,0.7725938631599008,0.5104305370616955
LRCH1,8.51905925925926,0.08942916666666667,0.008602150537634409,,0.5099866844207723
HCFC1,12.088864814814812,0.03770740740740742,0.0064516129032258064,0.24025157232704397,0.5099866844207722
LTBP1,10.015112962962965,0.09947407407407408,0.0064516129032258064,0.4836668572517629,0.5079893475366178
OPTN,11.093622222222221,0.052498148148148134,0.0064516129032258064,0.7240327806365541,0.507323568575233
MLLT4,11.259007407407408,0.048640740740740734,0.0064516129032258064,0.6425385934819895,0.5068797159343098
PTPRG,9.498222222222223,0.058557446808510626,0.008602150537634409,,0.5068797159343097
SPG11,10.078038888888889,0.025396153846153843,0.010752688172043012,,0.5064358632933865
CPVL,9.474135185185187,0.17185,0.0064516129032258064,0.7124452067848294,0.5059920106524634
KIAA1462,9.306720370370371,0.06353478260869568,0.008602150537634409,,0.5051043053706169
SPTBN1,11.899364814814817,0.0035092592592592614,0.008602150537634409,0.5613219235233964,0.5051043053706169
PMPCB,10.71220185185185,0.008155555555555553,0.010752688172043012,0.02268005870544756,0.5033288948069241
CENPF,10.405953703703704,0.005689999999999992,0.012903225806451613,,0.5028850421660009
PRKRIR,10.588396296296295,0.0671046511627907,0.0064516129032258064,,0.5024411895250777
CIT,9.021361111111114,0.04819999999999999,0.010752688172043012,,0.5024411895250777
CGNL1,7.982055555555558,0.09688076923076924,0.008602150537634409,,0.5024411895250777
GRHL2,9.948531481481481,0.10312162162162163,0.0064516129032258064,,0.5019973368841544
MCM2,11.374546296296298,0.04549629629629631,0.0064516129032258064,0.6499332952163139,0.5015534842432312
RBM6,9.894442592592592,0.10465,0.0064516129032258064,,0.501109631602308
SDC1,10.425518518518517,0.03084186046511626,0.008602150537634409,,0.501109631602308
SMC4,11.356150000000001,0.04532222222222223,0.0064516129032258064,0.68741542637654,0.5006657789613848
PDGFRB,10.228664814814815,0.08208139534883721,0.0064516129032258064,,0.4997780736795384
DAG1,12.970509259259261,0.029433333333333332,0.0064516129032258064,0.5861254049933294,0.49933422103861513
DDB1,12.782653703703707,0.03035185185185185,0.0064516129032258064,0.25931502415657104,0.49933422103861513
ITIH5,8.853268518518517,0.04989354838709679,0.010752688172043012,,0.4975588104749223
PTPN18,10.705681481481484,0.022848,0.008602150537634409,,0.4962272525521526
AKAP13,10.781657407407405,0.020448076923076923,0.008602150537634409,,0.49489569462938304
LLGL2,10.782011111111105,0.020319230769230777,0.008602150537634409,,0.494895694629383
SF3A1,11.668575925925925,0.0380037037037037,0.0064516129032258064,0.19741180510170242,0.4944518419884598
KNTC1,9.008107407407406,0.06634814814814813,0.008602150537634409,,0.4940079893475366
MKL2,9.880496296296299,0.043883783783783784,0.008602150537634409,,0.4940079893475366
SVIL,10.456790740740745,0.011375925925925923,0.010752688172043012,0.5508290451686677,0.49356413670661337
IRAK1,11.710290740740735,0.037059999999999996,0.0064516129032258064,,0.4931202840656902
AKAP9,9.786442592592593,0.019712962962962963,0.012903225806451613,-0.11263579188107488,0.49223257878384374
NNT,10.233335185185185,0.07772777777777777,0.0064516129032258064,0.7346293119878025,0.49223257878384374
CIC,11.936772222222228,0.033737500000000004,0.0064516129032258064,,0.4913448735019973
BZW2,10.693785185185186,0.05893518518518518,0.0064516129032258064,0.8415856680007623,0.4909010208610741
AP1G2,10.367887037037042,0.01369411764705883,0.010752688172043012,,0.4909010208610741
PRPF6,11.604537037037037,0.0032499999999999977,0.008602150537634409,0.29780827139317706,0.49001331557922767
MGEA5,10.934503703703705,0.051442592592592595,0.0064516129032258064,0.6651038688774537,0.49001331557922767
PIGO,10.173705555555555,0.07950754716981132,0.0064516129032258064,,0.4891256102973812
MAP2,7.442905555555556,0.03920188679245285,0.023655913978494623,,0.48823790501553477
TMPO,11.08145925925926,0.04703888888888889,0.0064516129032258064,0.7512483323804079,0.48823790501553477
NCKAP1,12.10100185185185,0.03252037037037036,0.0064516129032258064,0.09975223937488088,0.48823790501553477
CKAP5,11.382705555555557,0.03997037037037037,0.0064516129032258064,0.5493805984372021,0.48690634709276515
USP4,10.614109259259262,0.059283673469387746,0.0064516129032258064,,0.48690634709276515
VARS2,9.216407407407406,0.1716103448275862,0.0064516129032258064,,0.48690634709276515
NUMA1,13.184575925925925,0.025133333333333327,0.0064516129032258064,0.4725366876310272,0.486462494451842
ANO6,10.420477777777778,0.06623076923076922,0.0064516129032258064,,0.486462494451842
MYH8,0.1185,0.05745999999999998,0.015053763440860216,,0.4862405681313804
MPDZ,8.40263148148148,0.05302857142857142,0.010752688172043012,,0.4855747891699955
TCF20,10.253579629629629,0.07088148148148149,0.0064516129032258064,,0.48379937860630273
DOCK11,7.339464814814814,0.06415263157894738,0.010752688172043012,,0.4837993786063027
MYO5B,10.421561111111112,0.026072093023255815,0.008602150537634409,,0.4837993786063027
HECTD1,10.928524074074073,0.01372407407407407,0.008602150537634409,0.3168667810177244,0.48335552596537945
BMS1,9.948829629629634,0.08757962962962963,0.0064516129032258064,0.31579950447874977,0.48335552596537945
PLXNB2,13.289361111111115,0.023412962962962962,0.0064516129032258064,0.5544120449780826,0.482467820683533
SMARCB1,10.821742592592594,0.05104444444444442,0.0064516129032258064,0.01688583952734896,0.482467820683533
IL16,7.942137037037038,0.08439583333333332,0.008602150537634409,,0.482467820683533
MCAM,10.39696851851852,0.06597037037037037,0.0064516129032258064,0.5812464265294455,0.482467820683533
EFTUD2,10.994181481481482,0.047762962962962965,0.0064516129032258064,0.2529826567562416,0.48202396804260983
HEXA,10.907883333333334,0.048787037037037045,0.0064516129032258064,0.398818372403278,0.4811362627607634
CHD2,10.567051851851852,0.059566666666666664,0.0064516129032258064,,0.4811362627607634
AHCYL1,12.002212962962963,0.031155555555555554,0.0064516129032258064,0.7167905469792262,0.4806924101198402
ATAD2,10.320855555555557,0.011040909090909094,0.010752688172043012,,0.4802485574789169
DNAJA3,10.373820370370371,0.06554807692307693,0.0064516129032258064,,0.4793608521970706
SEC23IP,9.83027777777778,0.014051851851851862,0.012903225806451613,0.562645321135887,0.47936085219707053
ITPKB,10.248166666666666,0.029251724137931024,0.008602150537634409,,0.47936085219707053
NUP62,11.256962962962964,0.038599999999999995,0.0064516129032258064,0.2529826567562416,0.4789169995561473
INADL,10.248255555555556,0.06858157894736844,0.0064516129032258064,,0.47802929427430085
TRPM4,9.338650000000003,0.12579565217391303,0.0064516129032258064,,0.4771415889924545
NUP98,11.125842592592594,0.041351851851851855,0.0064516129032258064,0.38921288355250616,0.47669773635153123
ZNF518A,8.698029629629628,0.3128448275862069,0.0064516129032258064,,0.47625388371060806
HERC1,9.509311111111113,0.10928620689655172,0.0064516129032258064,,0.47625388371060806
ZKSCAN1,9.836416666666667,0.08821666666666667,0.0064516129032258064,,0.4758100310696849
OGT,11.696787037037039,0.03288703703703705,0.0064516129032258064,0.11362900000157845,0.474034620505992
C6,2.782642592592593,0.10725925925925926,0.008602150537634409,0.27792604393620457,0.47359076786506876
PPP2R1A,12.688501851851848,0.022885185185185182,0.0064516129032258064,0.13680198208500094,0.4735907678650687
ZC3H14,10.424644444444446,0.06078148148148149,0.0064516129032258064,0.28728797408042683,0.47314691522414554
G6PD,10.453785185185188,0.021657407407407406,0.008602150537634409,0.6217004327493272,0.47270306258322237
LRRC41,11.576453703703704,0.0333939393939394,0.0064516129032258064,,0.4722592099422991
MYH15,1.9656796296296308,0.0700814814814815,0.010752688172043012,,0.4718153573013759
AKR1B1,10.425824074074074,0.059107407407407414,0.0064516129032258064,0.6191347436630456,0.47137150466045274
DDX58,9.950466666666669,0.07983703703703703,0.0064516129032258064,0.8796264532113587,0.47137150466045274
SKIV2L,10.203644444444441,0.011866666666666671,0.010752688172043012,0.05599390127692014,0.47092765201952946
DNMT3A,9.89079074074074,0.034651219512195124,0.008602150537634409,,0.47048379937860624
RREB1,10.553074074074075,0.0012702127659574472,0.010752688172043012,,0.46915224145583667
EPDR1,8.311649999999998,0.516436,0.0064516129032258064,,0.46915224145583667
EPB41L3,7.745694444444442,0.03612745098039217,0.015053763440860216,,0.468930315135375
CBWD1,8.926268518518519,0.16742499999999996,0.0064516129032258064,,0.4682645361739902
POLR1A,9.998568518518518,0.07485961538461539,0.0064516129032258064,,0.4682645361739902
RAPH1,8.663955555555555,0.2510153846153846,0.0064516129032258064,,0.46782068353306694
NCKAP1L,8.364894444444447,0.047746000000000004,0.010752688172043012,,0.46737683089214377
PFDN5,11.80302222222222,0.02961296296296295,0.0064516129032258064,0.14694110920526013,0.46737683089214377
MYCBP2,9.861201851851852,0.00951666666666667,0.012903225806451613,0.4934248141795311,0.4669329782512206
PTK2B,8.992818518518519,0.1499692307692308,0.0064516129032258064,,0.46604527296937415
ZFYVE1,9.02703888888889,0.14281052631578944,0.0064516129032258064,,0.4647137150466045
UBAP2,10.429966666666665,0.02004772727272727,0.008602150537634409,,0.46471371504660447
DOCK7,9.403333333333332,0.04501296296296296,0.008602150537634409,0.2934629311987802,0.4642698624056813
CASK,9.73182222222222,0.036114814814814815,0.008602150537634409,0.4497893995366071,0.4638260097647581
SMARCA1,9.342187037037036,0.04641400000000002,0.008602150537634409,,0.46338215712383485
CILP,8.159962962962963,0.537,0.0064516129032258064,0.4256527539546407,0.4633821571238348
TFRC,11.740051851851854,0.029288888888888896,0.0064516129032258064,0.802020202020202,0.4629383044829116
DDX60L,8.406207407407404,0.28500000000000003,0.0064516129032258064,,0.46249445184198845
PARP1,12.04181481481481,0.025487037037037037,0.0064516129032258064,0.7696969696969695,0.46249445184198845
SLC12A2,9.051588888888887,0.13150204081632652,0.0064516129032258064,,0.46249445184198845
PLEKHA5,9.154781481481477,0.12250384615384613,0.0064516129032258064,,0.4611628939192187
KANK1,9.621335185185185,0.08846451612903226,0.0064516129032258064,,0.46071904127829555
GLDC,8.208257407407405,0.4054962962962963,0.0064516129032258064,0.8737564322469983,0.4602751886373724
ABCF1,10.971840740740747,0.04077407407407408,0.0064516129032258064,0.6877453783114159,0.4602751886373724
IGF2R,10.924542592592593,0.041455555555555565,0.0064516129032258064,0.6196683819325327,0.4602751886373724
STK10,9.131174074074071,0.0498962962962963,0.008602150537634409,0.5300933866971601,0.4593874833555259
EPS15L1,10.007001851851854,0.012279629629629618,0.010752688172043012,0.41856298837430905,0.4584997780736795
NRAS,11.128937037037034,0.00019200000000001106,0.008602150537634409,,0.4584997780736795
ACADM,10.015112962962965,0.06816666666666667,0.0064516129032258064,0.6008385744234799,0.4582778517532179
ERCC5,9.24362962962963,0.04727857142857142,0.008602150537634409,,0.4580559254327563
SORBS2,8.159835185185186,0.06865925925925925,0.008602150537634409,0.45622260339241466,0.45805592543275625
ABCC1,10.458775925925929,0.05236538461538462,0.0064516129032258064,,0.45761207279183314
FTSJ3,9.844746296296297,0.07822222222222222,0.0064516129032258064,0.3273108442919763,0.45716822015090985
CTNNBL1,9.49760925925926,0.091237037037037,0.0064516129032258064,0.42496664760815694,0.45583666222814023
ANKRD12,9.050794444444442,0.12150526315789474,0.0064516129032258064,,0.4549489569462938
SRGAP2,10.300868518518518,0.02014814814814815,0.008602150537634409,0.339660758528683,0.45450510430537056
CDH11,9.776322222222223,0.007825531914893616,0.012903225806451613,,0.453173546382601
UBE2O,10.060898148148148,0.0646673076923077,0.0064516129032258064,,0.45228584110075454
RHOA,13.665946296296298,0.01329074074074074,0.0064516129032258064,-0.04669334858014103,0.45184198845983137
USP28,10.13969259259259,0.0620525,0.0064516129032258064,,0.4509542831779849
SUPT5H,11.920757407407406,0.022907407407407404,0.0064516129032258064,0.711162781962244,0.4509542831779849
CCT5,12.374924074074078,0.017740740740740744,0.0064516129032258064,0.13703068420049552,0.45051043053706175
KIFC1,9.577070370370373,0.0831725,0.0064516129032258064,,0.44829116733244556
USO1,10.619505555555557,0.04460925925925925,0.0064516129032258064,0.7227124589164466,0.44695960940967594
PLXDC2,9.534768518518517,0.08424444444444444,0.0064516129032258064,0.6550409757956926,0.44651575676875277
RANBP2,10.536098148148149,0.04747222222222222,0.0064516129032258064,0.17202210787116445,0.44651575676875277
WDR13,10.722014814814816,0.0062057692307692265,0.008602150537634409,,0.4456280514869063
ESF1,8.68682777777778,0.14526363636363637,0.0064516129032258064,,0.44518419884598315
HNRNPA3,11.840524074074073,0.02213888888888889,0.0064516129032258064,0.5698113207547169,0.44474034620505987
MRVI1,7.8048481481481495,0.2682772727272727,0.0064516129032258064,,0.44474034620505987
RUFY1,9.818631481481482,0.030166666666666675,0.008602150537634409,0.7128263769773203,0.4442964935641367
COL15A1,8.915033333333335,0.023282978723404246,0.012903225806451613,,0.4442964935641367
OLFML1,7.594987037037036,0.35408148148148144,0.0064516129032258064,0.26647608157042113,0.4438526409232135
SCAI,8.38131111111111,0.05903584905660378,0.008602150537634409,,0.44340878828229024
ESYT1,11.832985185185182,0.021849999999999998,0.0064516129032258064,0.7000190585096244,0.44340878828229024
XPNPEP1,10.220990740740742,0.01997222222222222,0.008602150537634409,0.6497932113475035,0.442964935641367
NBAS,9.905459259259258,0.010415384615384616,0.010752688172043012,,0.4416333777185974
PTPRC,8.693962962962964,0.1330666666666667,0.0064516129032258064,0.8541805639165957,0.440745672436751
PUM1,11.728568518518516,0.022768518518518518,0.0064516129032258064,0.32814941871545644,0.440745672436751
SIGLEC1,9.297996296296294,0.0891586956521739,0.0064516129032258064,,0.4394141145139814
GMPR2,10.035346296296293,0.05971296296296297,0.0064516129032258064,0.6429197636744804,0.4394141145139814
ZWILCH,8.736775925925926,0.12794516129032263,0.0064516129032258064,,0.4389702618730581
PREX1,9.802064814814813,0.0012136363636363662,0.012903225806451613,,0.4380825565912117
RINT1,8.834572222222222,0.04898723404255318,0.008602150537634409,,0.43808255659121165
C7,8.391166666666667,0.15367222222222218,0.0064516129032258064,0.7005526967791118,0.4371948513093653
GOLGA4,10.133833333333333,0.0015326923076923113,0.010752688172043012,,0.43719485130936525
OS9,12.221787037037037,0.014996296296296306,0.0064516129032258064,0.4149878976911052,0.43630714602751886
DYSF,8.277162962962962,0.024248,0.015053763440860216,,0.435641367066134
WDR33,10.210533333333338,0.052757407407407406,0.0064516129032258064,0.5905469792262245,0.43453173546382595
SSRP1,11.842748148148148,0.019505555555555557,0.0064516129032258064,0.31214027063083666,0.43453173546382595
SH3PXD2B,10.394575925925926,0.012049999999999995,0.008602150537634409,0.6018296169239564,0.43320017754105633
TBC1D8B,6.784903703703702,0.07048666666666667,0.008602150537634409,,0.43320017754105633
BCAS3,9.100131481481482,0.09645172413793104,0.0064516129032258064,,0.43275632490013316
NES,9.047116666666668,0.016616666666666672,0.012903225806451613,0.5761387459500666,0.43231247225920993
PDP1,9.423420370370367,0.08147407407407409,0.0064516129032258064,0.31321351660951696,0.4323124722592099
CHD1,8.767385185185184,0.11411379310344827,0.0064516129032258064,,0.4323124722592099
PLEKHA6,9.218087037037035,0.0890227272727273,0.0064516129032258064,,0.4318686196182867
OSBPL1A,9.5106962962963,0.03230188679245283,0.008602150537634409,,0.42964935641367064
ZC3H7A,9.312607407407409,0.0832019230769231,0.0064516129032258064,,0.42964935641367064
AOX1,6.061024074074074,0.04849999999999999,0.010752688172043012,,0.4287616511318242
SCIN,6.458994444444446,0.0689061224489796,0.008602150537634409,,0.428317798490901
VAV2,9.756448148148149,0.027005555555555557,0.008602150537634409,0.6925481227368019,0.4278739458499778
XRN1,9.545905555555557,0.03078076923076923,0.008602150537634409,,0.42743009320905456
YBX1,13.688444444444448,0.005124074074074073,0.0064516129032258064,0.1854392986468458,0.42743009320905456
LRRC15,6.447429629629631,0.3938142857142857,0.0064516129032258064,,0.4269862405681314
NOP2,10.226672222222223,0.04945555555555555,0.0064516129032258064,0.697427101200686,0.4269862405681314
DMD,7.478190740740742,0.027225,0.015053763440860216,,0.42676431424766975
DOCK10,7.462477777777777,0.03267380952380953,0.012903225806451613,,0.4265423879272081
KIF13B,8.998403703703703,0.09609074074074074,0.0064516129032258064,0.42473794549266247,0.42565468264536177
SLC4A7,8.918257407407408,0.10052142857142858,0.0064516129032258064,,0.42565468264536166
TFDP1,11.01034814814815,0.030652173913043496,0.0064516129032258064,,0.42565468264536166
GLT8D2,7.307320370370371,0.20540769230769232,0.0064516129032258064,,0.42565468264536166
IQGAP2,7.927087037037035,0.02006296296296295,0.01935483870967742,0.7679435868115112,0.4252108300044385
PIK3CA,8.850137037037037,0.10269487179487179,0.0064516129032258064,,0.4229915667998224
PRC1,10.05601851851852,0.016192307692307697,0.008602150537634409,,0.4216600088770528
SRP68,10.694072222222223,0.03392777777777777,0.0064516129032258064,0.2982656756241661,0.4203284509542832
FAP,6.726079629629631,0.24404814814814813,0.0064516129032258064,0.777549075662283,0.4194407456724367
ZNF281,8.388685185185185,0.11968285714285715,0.0064516129032258064,,0.4194407456724367
ATP6AP1,12.108631481481481,0.011040909090909086,0.0064516129032258064,,0.4181091877496671
ZMYM4,10.994440740740743,0.028263829787234043,0.0064516129032258064,,0.41766533510874393
FGA,0.5254333333333333,0.6053611111111111,0.0064516129032258064,-0.09001365985823599,0.4176653351087438
PTPRS,11.629066666666667,0.016041999999999997,0.0064516129032258064,,0.41722148246782065
FGB,0.3226018518518518,0.6454592592592592,0.0064516129032258064,0.07450761152145105,0.41722148246782065
DIP2B,10.107633333333334,0.049025999999999986,0.0064516129032258064,,0.415889924545051
PIAS2,8.586987037037035,0.10845192307692304,0.0064516129032258064,,0.415889924545051
CACNA2D1,3.7002129629629623,0.03130851063829787,0.015053763440860216,,0.414780292942743
TTC17,10.241957407407405,0.009499999999999998,0.008602150537634409,,0.4145583666222814
ITGAL,7.869262962962965,0.025979999999999986,0.012903225806451613,,0.41367066134043495
CLIP1,9.899555555555557,0.05567037037037038,0.0064516129032258064,0.46221578464244895,0.41367066134043495
PDE3A,7.459212962962961,0.15419166666666667,0.0064516129032258064,,0.41322680869951167
GGT5,7.616544444444444,0.14358039215686272,0.0064516129032258064,,0.4127829560585885
MAN2B1,11.423290740740738,0.019007692307692312,0.0064516129032258064,,0.4127829560585885
CA9,7.303768518518519,0.1672393939393939,0.0064516129032258064,,0.4127829560585885
KRT78,1.9695351851851857,0.34844871794871796,0.0064516129032258064,,0.41233910341766533
TJP1,11.133501851851852,0.02275740740740741,0.0064516129032258064,0.7190013340956736,0.41233910341766533
TLN2,9.216266666666668,0.01787962962962964,0.010752688172043012,0.387535734705546,0.41233910341766533
DOPEY2,9.067498148148147,0.035078,0.008602150537634409,,0.41189525077674205
RSBN1L,8.953833333333332,0.08786538461538464,0.0064516129032258064,,0.41189525077674205
DDR1,13.20189629629629,0.000829629629629629,0.0064516129032258064,0.5656946826758147,0.41189525077674205
PLEKHA7,9.295733333333335,0.07335757575757573,0.0064516129032258064,,0.41056369285397243
VPS13A,8.262657407407406,0.048404651162790704,0.008602150537634409,,0.41056369285397243
LAIR1,8.787448148148147,0.09237916666666668,0.0064516129032258064,,0.41056369285397243
ATR,9.083603703703703,0.0821813953488372,0.0064516129032258064,,0.41056369285397243
MDC1,10.261787037037035,0.042168518518518515,0.0064516129032258064,0.4163522012578616,0.41056369285397243
EGFR,8.806112962962962,0.014349999999999995,0.012903225806451613,,0.40967598757212603
SIN3B,10.84509074074074,0.027997826086956522,0.0064516129032258064,,0.4092321349312028
TUSC3,9.977107407407404,0.050979166666666666,0.0064516129032258064,,0.4092321349312028
GTF3C3,10.00391111111111,0.013788888888888885,0.008602150537634409,0.1907793173458236,0.4092321349312028
ANKRD44,5.5310388888888875,0.2234,0.0064516129032258064,,0.40878828229027964
PKN1,12.125700000000004,0.007884090909090908,0.0064516129032258064,,0.40834442964935636
AMPD2,10.277042592592593,0.006101851851851848,0.008602150537634409,0.5192681532304173,0.40834442964935636
PICALM,11.506133333333336,0.015464814814814822,0.0064516129032258064,0.6345340194396797,0.40834442964935636
CASP1,7.827327777777777,0.12577592592592593,0.0064516129032258064,0.7834953306651419,0.4079005770084332
FAM129A,8.75128518518519,0.09095925925925924,0.0064516129032258064,0.6686106346483703,0.40745672436751
CHD7,10.30060925925926,0.005351515151515143,0.008602150537634409,,0.40745672436750996
DOCK8,8.45039074074074,0.0446,0.008602150537634409,,0.4074567243675099
FYB,8.163375925925926,0.11565833333333335,0.0064516129032258064,,0.40701287172658673
NCOR2,12.838688888888887,0.0007605263157894717,0.0064516129032258064,,0.4061251664447403
KIAA0020,9.185259259259261,0.0764425925925926,0.0064516129032258064,0.356965885267772,0.40523746116289394
LRPPRC,11.877657407407405,0.009690740740740743,0.0064516129032258064,0.5733671311720037,0.40523746116289383
TRPS1,9.943716666666667,0.014968750000000018,0.008602150537634409,,0.40434975588104743
MTRR,9.436446296296298,0.02717407407407409,0.008602150537634409,,0.4039059032401242
ARID1A,12.01420185185185,0.008038888888888885,0.0064516129032258064,0.30947207928340004,0.4039059032401242
VPS13C,9.495059259259257,0.00868703703703704,0.010752688172043012,0.4308829976577802,0.40301819795827787
PTER,8.278135185185183,0.10640925925925925,0.0064516129032258064,0.5964932342290832,0.4025743453173546
NUP155,9.281787037037038,0.029533333333333325,0.008602150537634409,0.3452324230172077,0.4021304926764314
VARS,11.068274074074074,0.021507407407407402,0.0064516129032258064,0.7262435677530017,0.40168664003550825
STT3B,10.554409259259263,0.03291666666666667,0.0064516129032258064,0.5156187464009901,0.4003550821127385
UACA,10.238890740740738,0.038590740740740724,0.0064516129032258064,0.34873260910996756,0.3985796715490457
SEC23A,9.976920370370367,0.011514814814814813,0.008602150537634409,0.7589479702687248,0.3968042609853528
DLG1,10.423966666666669,0.03355555555555556,0.0064516129032258064,0.6221078711644749,0.39591655570350637
CDAN1,8.580051851851854,0.0893264705882353,0.0064516129032258064,,0.39502885042166
JMJD1C,9.792418518518518,0.014966666666666665,0.008602150537634409,,0.3923657345761207
TM9SF4,11.806333333333336,0.006170370370370369,0.0064516129032258064,0.3280731846769582,0.3919218819351975
STK38,10.248709259259261,0.03567872340425532,0.0064516129032258064,,0.38970261873058143
IQGAP3,9.331657407407407,0.0635470588235294,0.0064516129032258064,,0.38970261873058143
STAG2,11.127257407407411,0.015324074074074077,0.0064516129032258064,0.1554030874785592,0.38925876608965826
BIN1,9.694540740740742,0.015690740740740734,0.008602150537634409,0.6434534019439679,0.38837106080781175
TAOK1,7.43513888888889,0.11275750000000002,0.0064516129032258064,,0.38792720816688864
GFM1,10.10802037037037,0.03873888888888889,0.0064516129032258064,0.7177053554412044,0.3879272081668885
EDC4,10.136187037037041,0.0378962962962963,0.0064516129032258064,0.23556766857086708,0.38748335552596536
MOV10,10.861422222222222,0.02094259259259259,0.0064516129032258064,0.5267872458979584,0.38615179760319573
C5,5.647977777777778,0.13997592592592586,0.0064516129032258064,0.07383266628549646,0.38615179760319573
DOCK4,8.213185185185184,0.02517499999999999,0.010752688172043012,,0.3852640923213493
PHKA1,8.084912962962964,0.025904545454545458,0.010752688172043012,,0.38482023968042606
NEXN,6.8195592592592575,0.12072352941176472,0.0064516129032258064,,0.38437638703950283
KRT10,9.191683333333332,0.06526382978723407,0.0064516129032258064,,0.38437638703950283
WDR75,9.996007407407406,0.04128823529411766,0.0064516129032258064,,0.3834886817576564
TOM1,9.291398148148149,0.062261111111111114,0.0064516129032258064,0.678063655422146,0.3830448291167332
NRCAM,9.265774074074073,0.06342857142857145,0.0064516129032258064,,0.38260097647581004
MAP3K2,8.700929629629629,0.07902068965517242,0.0064516129032258064,,0.3817132711939636
OSBPL11,9.026907407407405,0.028242857142857153,0.008602150537634409,,0.3817132711939636
SLFN5,9.240344444444442,0.06350185185185185,0.0064516129032258064,0.6638078902229845,0.3812694185530403
SMG6,9.749448148148149,0.012397297297297294,0.008602150537634409,,0.38082556591211714
PPFIA1,10.47703148148148,0.028564814814814817,0.0064516129032258064,0.2891175910043834,0.38038171327119397
SMOC2,8.896020370370373,0.07121999999999999,0.0064516129032258064,,0.3799378606302708
PZP,0.8131999999999999,0.14527407407407408,0.0064516129032258064,0.27720873855784256,0.3799378606302707
RRP12,9.611281481481482,0.015029629629629636,0.008602150537634409,0.5018963579405513,0.3799378606302707
SCRN1,11.201474074074069,0.011409259259259261,0.0064516129032258064,0.6960548885077186,0.3799378606302707
BAZ1B,11.089429629629628,0.013709259259259256,0.0064516129032258064,0.6378883171336001,0.37905015534842434
HERC5,8.559983333333335,0.08148108108108108,0.0064516129032258064,,0.37860630270750106
PDCD11,10.341581481481478,0.03139259259259259,0.0064516129032258064,0.28187535734705543,0.3781624500665779
ITSN2,9.414916666666668,0.05633414634146342,0.0064516129032258064,,0.3781624500665779
UTP20,8.96561851851852,0.011883673469387753,0.010752688172043012,,0.37727474478473144
